city,lat,lon,start,start_day,end_day,changes,theatre,anchor,source,note
Ломжа,53.1781,22.0592,foreign,,,1920-08-21:empire;1920-08-22:foreign,польша,no,"pl.wikipedia «Bitwa pod Łomżą (VIII 1920)» (сырой wikitext, сноски на J.Odziemkowski «Leksykon wojny polsko-rosyjskiej 1919–1920» s.242 и F.Nowicki «Zarys historii wojennej 59 pp Wielkopolskiej» s.40): «Jako pierwsza pod Łomżę podeszła sowiecka 15 Armia i 21 sierpnia zajęła miasto»; «22 sierpnia Łomżę zaatakował… II batalion 59 pułku piechoty i po krótkiej walce… opanował miasto»; там же — дословная цитата коммюнике польского Генштаба от 23.08.1920: «Pułk 59-ty piechoty zajął po zaciętych walkach w dniu 22 b.m. Łomżę»","НЕ ГОЛОСУЕТ: одна ночь 21-22.08.1920 из коммюнике польского Генштаба противоречит директиве Главкома о рубеже Ломжа - Брест «не позже 4 августа» и муниципальному источнику о 20 днях; с датами розыска город оставался бы чёрной дырой между Белостоком, Остроленкой и Островом, занятыми 28.07-07.08. | 21.08 и 22.08.1920 ОБА подтверждены вторичной академической лит-рой с постраничными сносками, ПЛЮС дословная цитата пресс-коммюнике польского Генштаба от 23.08.1920 внутри статьи (по духу — первоисточник, растиражированный по горячим следам); менее авторитетный источник без сносок (местный муниципальный сайт) даёт другую хронологию («гарнизон ушёл в ночь на 2 августа, держали 20 дней») — расхождение в пользу версии со сносками | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Остроленка,53.0833,21.5667,foreign,,,1920-08-07:empire;1920-08-23:foreign,польша,yes,"pl.wikipedia «Bitwa o Ostrołękę»: «6/7 sierpnia Grupa gen. Roji broniąca Ostrołęki, zagrożona okrążeniem… wycofała się… 6/7 VIII 1920 r. Armia Czerwona zajęła Ostrołękę» (бой I батальона Морского полка и 108 полка улан против 18-й стрелковой дивизии РККА, 2–6.08.1920); вторичный пересказ (mbc.cyfrowemazowsze.pl и региональные источники): «miasto zostało wyzwolone 23 sierpnia… 24 sierpnia wróciły władze powiatowe»","07.08.1920 подтверждено вторичной лит-рой (день дан вилкой 6/7 августа, взят как более поздний); 23.08.1920 — вторичная лит-ра, день дан уверенно, возврат гражданской администрации на день позже (24.08) как дополнительное подтверждение контроля | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Остров-Мазовецкий,52.8033,21.8961,foreign,,,1920-08-04:empire;1920-08-20:foreign,польша,yes,"TwojaHistoria.pl «Bitwa pod Ostrowią Mazowiecką (19–25 sierpnia 1920)»: «Miasto zostało wyzwolone 20 sierpnia około godziny 17:00, gdy do miasta wkroczyły oddziały 59 pułku piechoty 15 Wielkopolskiej DP»; «w pierwszych dniach sierpnia 1920 zaczęły się walki na przedmieściach» (наступление красных); после освобождения 20.08 остатки советских 5-й и 11-й стрелковых дивизий пять раз безуспешно пытались отбить город обратно на пути отступления к Замброву — Директивы Главкома, директива №4344/оп 22.07.1920 («не позднее 4 августа армиям фронта пройти линию Ломжа — Брест-Литовск», контекст общей линии, Остров-Мазовецкий на ней же)","04.08.1920 — ОЦЕНКА (точный день боёв «на подступах» не назван, дан только диапазон «первые дни августа»; дата поставлена по общей директиве Главкома о рубеже Ломжа—Брест-Литовск к 4.08, город лежит на этой линии); 20.08.1920 подтверждено вторично с точностью до часа (17:00, номер полка); последующие 5 контратак отступающих красных частей (20–25.08) не считаются возвратом контроля — город уже держали поляки | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Пултуск,52.7047,21.0839,foreign,,,1920-08-11:empire;1920-08-17:foreign,польша,yes,"pultusk.news «11 sierpnia 1920 „Pułtusk poddany”»: «w wyniku dwudniowych walk 10–11 sierpnia miasto zostało zajęte przez Armię Czerwoną»; pultusk.news «17 sierpnia 1920 „odbicie Pułtuska”»: «mieszkańcy Pułtuska, udręczeni sześciodniowym najazdem bolszewickim, z wielką radością przywitali… dzień wyzwolenia przez dzielny 15 pułk piechoty»","11.08.1920 подтверждено вторичной лит-рой (двое суток боёв 10–11.08, город сдан/занят 11.08); 17.08.1920 подтверждено дважды независимо (номер полка-освободителя, счёт «шесть дней оккупации» от 11.08 сходится арифметически) | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Цеханов,52.8814,20.6089,foreign,,,1920-08-08:empire;1920-08-18:foreign,польша,yes,"wielkahistoria.pl «Ciechanów i Nasielsk 1920»: «Bolszewicy zajęli Ciechanów 8 sierpnia, gdy III Korpus Kawalerii Gaj-Chana zdobył miasto po krótkiej, ale zaciętej walce»; twojahistoria.pl «Bitwa pod Ciechanowem (14–19 sierpnia 1920)»: «15 sierpnia 203 pułk ułanów zdobył sztab 4 Armii sowieckiej w Ciechanowie wraz z radiostacją» (кратковременный польский рейд); Директивы Главкома, разговор по прямому проводу Главкома с Тухачевским 17.08.1920 02:30 (документ №650): «33 дивизия сосредоточилась 16 августа утром в районе 10 верст южнее Цеханова и повела наступление… нами вновь занят Цеханов» (файл …, строка ~40866-40872) — ПЕРВИЧНОЕ подтверждение обратного взятия красными 16.08; «оккупация большевиками Цеханова длилась только 10 дней» (вторичный пересказ, 8+10=18.08)","08.08.1920 подтверждено вторичной лит-рой (номер корпуса, имя командира); 15.08 польский рейд на штаб 4-й армии — кратковременный эпизод, не отражён отдельной строкой в changes (город в тот же день считается вернувшимся под красных из-за директивы ниже); 16.08.1920 (повторное занятие красными) ПОДТВЕРЖДЕНО ПЕРВИЧНЫМ документом дословно — прямая цитата разговора Каменева с Тухачевским; финальная дата ухода 18.08.1920 — арифметика вторичного источника («10 дней оккупации» от 8.08), документа с точным днём финального ухода не найдено | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Млава,53.1122,20.3781,foreign,,,1920-08-10:empire;1920-08-21:foreign,польша,yes,"codziennikmlawski.pl «Wojna polsko-bolszewicka 1920 roku. Bolszewicy zdobywają Mławę»: «Mława została zaatakowana… 9 sierpnia… po dwudniowych walkach… zdobyta 10 sierpnia»; pl.wikipedia «Bitwa pod Mławą (21 VIII 1920)» (заголовок статьи уже содержит дату) и codziennikmlawski.pl «Wyzwolenie Mławy…»: «21 sierpnia o godz. 13:00, po ataku na bagnety 35 Brygady, 18 Dywizja Piechoty gen. Franciszka Krajowskiego zajęła Mławę»","10.08.1920 подтверждено вторичной лит-рой (двое суток боёв с 9.08); 21.08.1920 подтверждено дважды независимо — заголовок отдельной статьи Википедии («Bitwa pod Mławą (21 VIII 1920)») плюс детальный пересказ с точностью до часа и номера бригады; есть также «Bitwa pod Mławą II (1920)» — отдельная статья, намекающая на повторный эпизод, не расшифрован за отведённое время | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Дзялдово,53.2347,20.1818,foreign,,,1920-08-13:empire;1920-08-18:foreign,польша,no,"powiatdzialdowski.pl «Epizod wojny polsko-bolszewickiej 1920 r., czyli bolszewicy w Działdowie»: «13 sierpnia 1920 r., po opuszczeniu Działdowa przez polskie władze miejskie i po klęsce wojsk Grupy Operacyjnej „Działdowo”, bolszewicy zdobyli to miasto» (участвовали германские добровольцы из Восточной Пруссии, большевики временно передали город немцам); тот же источник: «Soviet Russian forces occupied the city until August 18, 1920, on August 23 Polish authorities returned to the city»","НЕ ГОЛОСУЕТ: Сольдау до 17.01.1920 - германская Восточная Пруссия, и маска театра снимает её целиком по контуру OHM 1914 года; контура округа Сольдау, переданного Польше, в данных нет - пять дней красного (13-18.08.1920) не рисуются. | 13.08.1920 подтверждено вторичной лит-рой (детально, включая эпизод с германскими добровольцами); 18.08.1920 (уход советских войск) подтверждено тем же источником; между 18.08 и 23.08 — разрыв (видимо, немецкий/переходный контроль до возврата польской администрации), для карты взят день ухода красных (18.08), а не день возврата польской администрации (23.08) | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Плоцк,52.5468,19.7064,foreign,,,,польша,yes,"pl.wikipedia «Obrona Płocka (1920)»: бой польского II подучастка группы «Дольна Висла» против 3-го кавкорпуса Гай-хана 18–19.08.1920; «Polska artyleria i potężny atak o godz. 9 rano… około 11 przed południem, po ponad 21 godzinach nieprzerwanej walki, Płock był wolny od wroga»; потери поляков ок. 300 убитых, 300-400 раненых, 300-350 пленных, у большевиков — ок. 40 убитых; в апреле 1921 Плоцку вручён Крест Храбрых маршалом Пилсудским за оборону","НЕГАТИВНЫЙ факт: штурм 18-19.08.1920 отбит польским гарнизоном, город большевиками не взят ни на день — подтверждено вторичной лит-рой подробно (потери, длительность боя, награда городу); документа 1969 года о Плоцке не найдено, но косвенно совпадает (в директивах — только упоминание «боёв в районе Влоцлавск-Плоцк» по данным германского радио Науэн от 17.08, без слова «взят») | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Вышков,52.5928,21.4589,foreign,,,1920-08-11:empire;1920-08-18:foreign,польша,yes,"dzieje.pl «Bolszewicy wypędzeni z Wyszkowa»: «Gdy polskie wojska pod naciskiem rozkazu dowództwa wycofały się z Wyszkowa 11 sierpnia, bolszewicy wkroczyli do miasta»; «15 sierpnia członkowie Tymczasowego Komitetu Rewolucyjnego Polski przenieśli się do Wyszkowa»; «18 sierpnia żołnierze 31 pułku Strzelców Kaniowskich pod dowództwem kpt. Mikołaja Bołtucia wyzwolili miasto»; Директивы Главкома, директива №4767/оп 12.08.1920 17:45 (документ №707): «В районе Варшавы нами занят Вышков» (файл …, строка ~44244) — ПЕРВИЧНОЕ подтверждение, что 12.08 город уже наш","11.08.1920 подтверждено вторично; ПОДТВЕРЖДЕНО ПЕРВИЧНЫМ документом косвенно — директива от 12.08 говорит о городе как уже занятом (согласуется, не противоречит); Вышков временно служил резиденцией Польревкома (переехавшего туда 15.08, когда пришли ложные вести о взятии Варшавы); 18.08.1920 (освобождение) подтверждено вторично с номером полка и именем командира | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Радзымин,52.4176,21.1808,foreign,,,1920-08-13:empire;1920-08-15:foreign,польша,yes,"pl.wikipedia «Bitwa pod Radzyminem (1920)»: «Do godziny 19:00 [13 sierpnia] Radzymin znalazł się w rękach rosyjskich»; город несколько раз переходил из рук в руки 14.08 (поляки отбивали днём, теряли вечером), «Po krótkiej walce Radzymin ponownie udało się opanować [15 sierpnia]» — окончательное взятие польскими войсками утром 15.08","13.08.1920 (19:00) подтверждено вторичной лит-рой дословно с точностью до часа; 15.08.1920 (окончательное) подтверждено вторично; промежуточные однодневные перехваты 14.08 не выделены отдельной строкой (город в тот день несколько раз менял руки в течение суток, ниже разрешения формата) | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Седлец,52.1676,22.2900,foreign,,,1920-08-10:empire;1920-08-17:foreign,польша,yes,"Директивы Главкома, разговор Тухачевского с Главкомом 10.08.1920 00:05 (документ №648, контекст): «на фронте 16 армии противник… сопротивляется только вдоль железной дороги на Седлец… сегодня ожидается занятие линии Венгров — Седлец» (файл …, строка ~40492-40494); открытый пересказ («booksite.ru», обзор операции): «к 10 августа войска Западного фронта… вышли на рубеж Млава, Пултуск, Седльце, Любартув»; en.wikipedia «Siedlce»: «briefly captured by the Russians, then recaptured by Poles on 17 August 1920»; там же — 19.08.1920 в Седльце совещание Пилсудского, Витоса и Рataja (город уже наш)","10.08.1920 — БРАКЕТИРОВАНО документом (прямая цитата «сегодня ожидается занятие» от 10.08, то есть взятие в тот же или следующий день; независимый вторичный пересказ подтверждает рубеж на Седльце к 10.08); 17.08.1920 подтверждено вторичной лит-рой (англ.вики), усилено контекстом — 19.08 там уже совещание высших лиц Польши | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Бяла Подляска,52.0325,23.1188,foreign,,,1920-08-01:empire;1920-08-17:foreign,польша,yes,"Институт нац.памяти (czasopisma.ipn.gov.pl), тема коллаборации в Бяла-Подляске: «1 sierpnia 1920, po wkroczeniu bolszewików do miasta, kontratak Zgrupowania Poleskiego gen. Sikorskiego zaskoczył ich i odrzucił za Bug»; далее — вторичный пересказ: «miasto zostało zajęte przez sowietów na początku sierpnia», «3 sierpnia batalion zapasowy 34 pp stoczył walki w rejonie Białki, Kożuchówki i Cicibora Wielkiego, tymczasowo odpierając oddziały sowieckie w kierunku Bugu», «ostateczne usunięcie wojsk sowieckich z Białej nastąpiło 17 sierpnia 1920»","01.08.1920 — первый краткий эпизод (большевики вошли и в тот же день были отброшены контратакой Сикорского за Буг — не выделен отдельной строкой, слишком краток); повторное, более долгое занятие «в начале августа» (точный день не найден, взят как тот же 01.08 условно); окончательный уход — 17.08.1920, подтверждено вторичной лит-рой (IPN); детали неполны, город явно менял руки несколько раз в первой половине августа | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Холм,51.1431,23.4719,foreign,,,1920-08-16:empire;1920-09-05:foreign,польша,yes,"Директивы Главкома: директива №4578/оп 03.08.1920 («фронт Люблин — Холм» как ещё не достигнутая цель, файл …, строка ~40145) и директива №4767/оп 12.08.1920 («настаиваю на… овладении Холмом и Люблином», строка ~44243) — ОБА документа говорят о Холме как ещё НЕ взятом на 3.08 и на 12.08; открытый пересказ (kresy24.pl «Armia Konna na froncie polskim»): переправа Конармии через Буг 15-16.08.1920 (после чего Холм, лежащий сразу за Бугом, вероятно взят); wirtualny sztetl «Chełm»: «по состоянию на 11 сентября 1920 Холм уже в польских руках (письма польских командиров)»","16.08.1920 — ОЦЕНКА (документ прямо не называет день взятия, только бракетирует: ещё цель на 3.08 и на 12.08, переправа через Буг рядом — 15-16.08); 05.09.1920 — ОЦЕНКА (нижняя граница — переход в польские руки не позже 11.09 по документальному упоминанию писем офицеров; верхняя дата подобрана по аналогии с освобождением Грубешова 06.09, соседнего города на той же линии); низкая уверенность по обеим датам, документа с прямым названием дня не найдено | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Грубешов,50.8083,23.8917,foreign,,,1920-08-10:empire;1920-08-13:foreign;1920-08-15:empire;1920-09-06:foreign,польша,yes,"lubiehrubie.pl «Rok 1920 – Bolszewicy i S. Budionnyj w Hrubieszowie»: «o świcie 13 sierpnia 1920 roku polskie oddziały uderzyły na Hrubieszów, a około godziny 16:00 miasto zostało opanowane przez Polaków; w nocy z 14 na 15 sierpnia Sowieci zaatakowali kilkukrotnie, polskie jednostki wycofały się… komuniści szybko opanowali Hrubieszów ponownie»; «od 20 sierpnia do 6 września 1920 walki 4 pp Leg. z oddziałami 24 DS i 1 Armii Konnej… ostateczne wyzwolenie miasta nastąpiło 6 września 1920»; Директивы Главкома, докладная записка Главкома №5209/оп 09.09.1920 («вывод в резерв… армии Буденного в район Грубешов — Крылов», файл …, строка ~41297-41300) — контекст: к 9.09 район уже глубокий тыл-рубеж для отходящей Конармии","10.08.1920 — ОЦЕНКА (первоначальное занятие красными до 13.08 не датировано напрямую, поставлено по общему контексту перехода Конармией Буга в этом районе); 13.08 и 15.08.1920 (кратковременное польское взятие и обратный советский реванш) подтверждены вторичной лит-рой подробно (час, номер полка); 06.09.1920 (окончательное освобождение) подтверждено вторичной лит-рой; ПЕРВИЧНЫЙ документ от 9.09 подтверждает контекст (Конармия уже в районе Грубешов-Крылов как СВОЕЙ тыловой зоне для перегруппировки, не как ещё удерживаемом фронте) — согласуется с версией об освобождении к 6.09 | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Замостье,50.7231,23.2519,foreign,,,,польша,yes,"Директивы Главкома, директива №4738/оп 11.08.1920 («Конная армия… должна выйти в район Замостье — Томашов — Грубешов», файл …, строка ~44163-44166 — ещё цель, не взят) и директива №5209/оп 09.09.1920 («вывод в резерв… армии Буденного в район Грубешов — Крылов», строка ~41297); kurierlubelski.pl / ipn: «Obrona Zamościa 29–31 sierpnia 1920»: гарнизон удержал город в полном окружении силами Будённого, минные поля остановили пехоту и конницу, 31.08 подошли части ген. Галлера и деблокировали город","НЕГАТИВНЫЙ факт: Замостье НЕ взято — подтверждено и ПЕРВИЧНЫМ документом (11.08 ещё цель наступления, 9.09 Конармия уже в районе Грубешов-Крылов как тыловой зоне ПОСЛЕ поражения под Комаровом 31.08, минуя Замостье), и вторичной лит-рой (детальный рассказ об обороне 29-31.08, деблокада Галлером) | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Сокаль,50.4791,24.2771,foreign,,,1920-07-26:empire;1920-09-15:foreign,галиция,yes,"kresy24.pl «Walki z bolszewicką Konarmią na przełomie lipca i sierpnia 1920»: «Budionny skierował swoje siły na Sokal i Zamość, planując zająć je „na marszu”»; после неудачи под Львовом (сер. августа) — «bolszewicy zostali wycofani w rejon Sokala» (Сокаль стал тыловым районом отступающей Конармии); точных дат взятия и ухода не найдено","26.07.1920 — ОЦЕНКА по аналогии с Бродами (тот же корпус, тот же темп продвижения к Львову вдоль этой дороги); 15.09.1920 — ОЦЕНКА по общему темпу отступления из Галиции (Тернополь оставлен 19.09, западные городки — раньше); низкая уверенность по обеим датам, документа и прямой вторичной лит-ры с названным днём не найдено — только контекст | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Броды,50.0833,25.1438,foreign,,,1920-07-26:empire;1920-08-03:foreign;1920-08-14:empire;1920-09-15:foreign,галиция,yes,"uk.wikipedia «Львівська операція (1920)»: «1-ша кінна армія… 26 липня опанувала Броди»; «3 серпня польські війська зайняли Броди»; «14 серпня армія взяла Броди» (повторно); контекст боя под Бродами/Берестечком 29.07-03.08.1920 (крупнейшее кавалерийское сражение эпохи, Конармия едва не окружена, но вырвалась) — kresy.pl, dzieje.pl","26.07, 03.08 и 14.08.1920 — ВСЕ ТРИ подтверждены дословно уk.wikipedia (статья о Львовской операции); дата окончательного ухода в сентябре — ОЦЕНКА (не найдено, поставлена по аналогии с общим темпом отступления из Галиции, см. Сокаль и Тернополь) | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Тернополь,49.5558,25.5924,foreign,,,1920-07-26:empire;1920-09-19:foreign,галиция,yes,"uk.wikipedia «Львівська операція (1920)»: «14-та армія… 26 липня зайняла Тернопіль»; uk.wikipedia «Галицька Соціалістична Радянська Республіка»: «15 липня 1920 року Галревком опублікував декларацію… про створення ГСРР», «1 серпня 1920 — Галревком перебрався в Тернопіль, де ухвалив декрет №1» (столица провозглашённой ГСРР); «19 вересня до Тернополя увійшли сили 6-ї польської армії та Дієвої армії УНР», «21(23?) вересня 1920 року ГСРР припинила своє існування»","26.07.1920 (военное взятие 14-й армией) подтверждено дословно uk.wiki; политическая столица ГСРР водворилась там же позже, 01.08.1920 (не противоречие — город уже наш, административный переезд); 19.09.1920 (вход польских и петлюровских войск) подтверждено дословно, формальный роспуск Галревкома отдельно датирован 21 (или 23?) сентября — сама вики отмечает двоякость даты | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Золочев,49.8057,24.8989,foreign,,,1920-07-25:empire;1920-09-16:foreign,галиция,yes,"uk.wikipedia «Львівська операція (1920)» (контекст): «26 липня… на широкому фронті з боями переправилася через Стир, зайняла Буськ» (Буск рядом с Золочевом, тот же темп продвижения); esu.com.ua и справочные статьи о ГСРР перечисляют Золочевский повет в её составе; точной даты взятия и ухода самого Золочева не найдено","ТОЛЬКО ЭНЦИКЛОПЕДИЯ/КОНТЕКСТ — Золочев числился поветовым центром ГСРР (esu.com.ua), лежит на пути наступления Конармии к Бродам/Львову в 20-х числах июля; даты — ОЦЕНКА по соседним, документально не закрытым городам (Броды 26.07, Тернополь 26.07); дата ухода — оценка по общему темпу отступления Конармии из Галиции в сентябре | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Бережаны,49.4450,24.9389,foreign,,,1920-07-27:empire;1920-09-16:foreign,галиция,yes,"esu.com.ua и справочные статьи о ГСРР перечисляют Бережанский повет в её составе; отдельного документа или статьи о дате занятия/оставления Бережан красными в 1920 (в отличие от занятия УГА в 1919 — «21 червня 1919 узяті Бережани», другая война) не найдено","ТОЛЬКО ЭНЦИКЛОПЕДИЯ/КОНТЕКСТ — числился поветовым центром ГСРР; даты — ОЦЕНКА по соседним городам и общему темпу Львовской операции (наступление конца июля, отход в сентябре); прямого документа или вторичной статьи с названным днём для 1920 года не найдено | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Чортков,49.0161,25.7925,foreign,,,1920-07-28:empire;1920-09-17:foreign,галиция,yes,"esu.com.ua и справочные статьи о ГСРР перечисляют Чортковский повет в её составе; pl.wikipedia «Czortków» содержит преимущественно эпизод 1919 года (Чортковская офензива УГА, июнь 1919), для 1920 года точных дат не приводит","ТОЛЬКО ЭНЦИКЛОПЕДИЯ/КОНТЕКСТ — числился поветовым центром ГСРР, лежит южнее Тернополя на пути наступления; даты — ОЦЕНКА, документа и вторичной лит-ры с точным днём для 1920 года не найдено | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Бучач,49.0631,25.3900,foreign,,,1920-07-28:empire;1920-09-17:foreign,галиция,yes,"esu.com.ua и справочные статьи о ГСРР перечисляют Бучачский повет в её составе; specific источник pttk.pl (список мест памяти Битвы Варшавской) упоминает бои под Ясловцем (Jazłowiec) рядом с Бучачем в контексте польского контрнаступления, но без точной даты для самого Бучача",ТОЛЬКО ЭНЦИКЛОПЕДИЯ/КОНТЕКСТ — числился поветовым центром ГСРР; даты — ОЦЕНКА по аналогии с Чортковом (тот же темп наступления и отхода в этом секторе); документа и вторичной лит-ры с точным днём для 1920 года не найдено | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md
Станислав,48.9225,24.7103,foreign,,,,галиция,yes,"przystanekhistoria.pl «Sojusz polsko-ukraiński w 1920 roku»: Пилсудский и Петлюра встречались среди польских и украинских офицеров в Станиславове 5 сентября 1920 (после победы под Варшавой) — город к этому моменту явно под польско-украинским контролем на протяжении лета; kuriergalicyjski.com «Symon Petlura w Stanisławowie»: Станиславов служил тыловой резиденцией штаба УНР; контекст — конная разведка Примакова заняла Стрый 23.08.1920, временно отрезав Станиславов от ж/д, но не сам город","НЕГАТИВНЫЙ факт (бракетировано контекстом, не прямым документом): Станиславов, судя по непрерывному пребыванию там штабов УНР и встрече Пилсудского с Петлюрой 05.09.1920, Красной армией занят не был; прямой директивы или статьи, отдельно утверждающей «Станиславов не взят», не найдено — вывод базируется на постоянном польско-украинском контроле над городом на протяжении всего периода | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Львов,49.8420,24.0316,foreign,,,,галиция,yes,"Директивы Главкома, разговор Главкома с Тухачевским 19.08.1920 00:55 (документ №655): «От Конной армии получена записка, где Буденный объясняет своё наступление на Львов тем, что подошёл к нему на 15 вёрст и 17 августа должен занять его… конечно, Буденный свернёт, но с запозданием» (файл …, строка ~41175); директива №658 09.09.1920: «Задуманная вами частная операция по овладению Львовским районом… вызывает следующие соображения» (Главком отговаривает от повторной попытки, строка ~41400); uk.wikipedia «Львівська операція (1920)»: «19 серпня 4-та і 6-та кавалерійські дивізії перебували на відстані 6 кілометрів від міста», «20 серпня 1-ша кінна армія отримала наказ… припинила наступ»","НЕГАТИВНЫЙ факт (подступы, город НЕ занят) — ПОДТВЕРЖДЕНО ПЕРВИЧНЫМ документом дважды (Каменев прямо обсуждает несостоявшееся взятие 17.08 и отказ от повторной операции в сентябре) и uk.wiki (расстояние до города по дням, приказ прекратить наступление 20.08); согласовано между всеми источниками без противоречий | даты н. ст.; сторона start - на 25.12.1917; розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md"
Варшава,52.2297,21.0122,foreign,,,,польша,yes,"не взята: Варшавская битва 13-25.08.1920; ближайший взятый пункт - Радзымин (13-15.08.1920), розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md",заградительный якорь: город не взят (негативный факт); без него голос Радзымина в 23 км красил Варшаву 13.08.1920
Люблин,51.2465,22.5684,foreign,,,,польша,yes,"не взят: сосредоточение польского контрудара с Вепша 16.08.1920; взяты только Холм (16.08) и Грубешов (10-13, 15.08), розыск MAP-MATERIALS/peresmotr_resheniy_2026-09-18/rozysk/b6_front1920_polsha_2026-09-22.md",заградительный якорь: город не взят (негативный факт)
