city,lat,lon,start,changes,theatre,anchor,source,note
Влоцлавек,52.6483,19.0677,empire,1914-07-21:foreign;1914-10-26:empire;1914-11-15:foreign,польша,yes,"Стратегический очерк, ч. 1 (1922), строка ~2012 текста: «26 июля (3 авг.) передовые части немцев заняли линию Влоцлавск - Серадзь» - в OCR «26», но 3 авг. н. ст. = 21 июля ст. ст.",21.07 ст. ст. (03.08 н. ст.): у розыскника 26.07 из-за ошибки распознавания; поправлено картографом 19.09
Липно,52.8600,19.1567,empire,1914-10-30:foreign,польша,yes,"Корольков 1934, стр. ~2287",н.ст.12.11.1914; высокая уверенность
Млава,53.1122,20.3781,empire,1914-12-01:foreign;1914-12-03:empire;1915-07-15:foreign,польша,yes,"Стратегич.очерк ч.3 стр.2085 (к 8(16).12.1914 уже наш, часть рубежа)","ноябрь 1914 (22.09.2026): день взятия противником НЕ найден (розыск ww1_hvosty_2026-09-22.md); на срезе 01.12 город у противника - к 3 (16) декабря наши «заняли фронт Плугоконт—Млава—Карбонен», корпус Цастрова отошёл к Нейденбургу и Сольдау (Стратегический очерк, ч. 3, строки 2041-2060; Зайончковский, т. 1) - поэтому 01.12 стоит как «не позже»; без этого на срезе 1914-12-01 у Прасныша висел чёрный пузырь. на дек.1914 точно наш; день окончательной потери летом 1915 не найден, оценка; уверенность низкая"
Прасныш,53.0197,20.8828,empire,1914-11-20:foreign;1914-12-02:empire;1915-02-11:foreign;1915-02-14:empire;1915-07-15:foreign,польша,yes,"Стратегич.очерк ч.3 стр.2041-2085 (эпизод 1914); Зайончковский т.1 стр.14882 (эпизод февр.1915, н.ст.)","1914: н.ст. 03.12→15.12; 1915: 24.02→27.02 н.ст., пересчёт на ст.ст. 11.02→14.02; повторный герм.удар «в середине марта» не привёл к новой потере города (бой у Едноружца); финальная потеря летом 1915 — оценка, низкая; остальное высокая (два независимых документа)"
Цеханов,52.8814,20.6089,empire,1915-07-15:foreign,польша,yes,Зайончковский т.1 стр.14855-14860 (рубеж Прасныш-Цеханов-Плоцк),отдельного дня взятия не найдено; уверенность низкая
Пултуск,52.7047,21.0839,empire,1915-07-10:foreign,польша,yes,"Стратегич.очерк ч.4, стр. ~4236","н.ст.23.07.1915; город не назван «взят» дословно, но фронт на его участке прорван в этот день; средняя уверенность"
Остроленка,53.0833,21.5667,empire,1915-07-20:foreign,польша,yes,"Стратегич.очерк ч.4, стр. ~4236 (бои за переправу продолжались после 10(23).07)","вилка 10.07-28.07(23.07-10.08.1915), день не найден; уверенность низкая"
Ломжа,53.1781,22.0592,empire,1915-07-28:foreign,польша,yes,ru.wikipedia.org/wiki/Ломжа; Стратегич.очерк ч.4 стр.4201 (OCR-исправление 23→28),н.ст.10.08.1915; см. «Противоречия» в MD об OCR-исправлении; средняя уверенность
Остров-Мазовецкий,52.8033,21.8961,empire,1915-08-05:foreign,польша,yes,"Стратегич.очерк ч.4, стр. ~4315 (11(24).07 ещё намеченный рус.рубеж)","вилка 24.07-13.08(06.08-26.08.1915), день не найден; уверенность низкая"
Венгров,52.3975,22.0117,empire,1915-08-05:foreign,польша,yes,"Стратегич.очерк ч.4, стр. ~4315 (тот же рубеж, что Остров)","вилка 24.07-13.08.1915, день не найден; в 1914 был рус.тыловым рубежом (Зайончковский стр.15639); уверенность низкая"
Седлец,52.1676,22.2900,empire,1915-08-10:foreign,польша,yes,"Стратегич.очерк ч.4, стр. ~5173","вилка 08.08-13.08(21.08-26.08.1915), день не найден; средняя уверенность (узкая вилка)"
Луков,51.9319,22.3803,empire,1915-08-05:foreign,польша,yes,"Стратегич.очерк ч.4, стр. ~5173 («от Лукова и Радина» — уже тыл противника)",не позже 08.08(21.08.1915); средняя уверенность (верхняя граница)
Радзынь,51.7844,22.6183,empire,1915-08-05:foreign,польша,yes,"Стратегич.очерк ч.4, стр. ~5173 (дореформ. имя «Радин»)",не позже 08.08(21.08.1915); средняя уверенность (верхняя граница)
Бяла (Подляска),52.0325,23.1188,empire,1915-08-10:foreign,польша,yes,оценка между Луковом/Радзынем (08.08) и общим рубежом (13.08.1915),"вилка 08.08-13.08(21.08-26.08.1915), день не найден; уверенность низкая"
Люблин,51.2465,22.5684,empire,1915-07-17:foreign,польша,yes,"btgv.ru «Люблин-Холмская битва 1915», ч.4: «17-го июля г. Люблин был сдан противнику»",н.ст.30.07.1915; стиль определён по сверке с Холмом (см. ниже) в том же источнике; средняя уверенность (вторичный источник)
Холм,51.1431,23.4719,empire,1915-07-19:foreign,польша,yes,"Стратегич.очерк ч.4, с.85; подтв. btgv.ru ч.5","н.ст.01.08.1915; день отхода 13 армии на линию восточнее Холма (вход противника отдельно не назван); высокая уверенность, два источника"
Красник,50.9239,22.2214,empire,1914-08-10:foreign;1914-09-19:empire;1915-07-16:foreign,польша,yes,"Зайончковский т.1 (бои у Красника 04.08 и 10-13.08.1914); Корольков 1923 стр.3638 (возврат, верхняя граница)","1914 занятие — по итогу «второго боя у Красника» 10-13.08(23-26.08.1914), средняя; возврат — точный день не найден, известна верхняя граница 19.09(02.10.1914) когда уже тыл 5 армии, низкая; 1915 — оценка по соседству с Люблином, низкая"
Замостье,50.7231,23.2519,empire,1914-08-13:foreign;1914-09-19:empire;1915-07-18:foreign,польша,yes,"Стратегич.очерк ч.1, стр.8307-8429 (Комаровское сражение, несколько эпизодов); Корольков 1923 стр.3638 (возврат, верхняя граница)","1914: город несколько раз переходил из рук в руки 10-27.08; в таблицу вынесена итоговая смена 13(26).08.1914, низкая; возврат — верхняя граница 19.09(02.10.1914), низкая; 1915 — оценка рядом с Холмом, низкая"
Грубешов,50.8083,23.8917,empire,1914-08-21:foreign;1914-09-19:empire;1915-07-19:foreign,польша,yes,"Стратегич.очерк ч.1, стр.9500 (1914); ч.4 стр.3704 (1915, «пути на Холм и Грубешов»); Корольков 1923 стр.3638 (возврат, верхняя граница)","1914 занятие н.ст.03.09.1914, высокая; возврат — верхняя граница 19.09(02.10.1914), низкая; 1915 — оценка вместе с Холмом, низкая"
Торн,53.0138,18.5981,foreign,,польша,yes,"герм. крепость, база вторжения (многократно, ч.1-3)","якорь противника, смен не было"
Познань,52.4064,16.9252,foreign,,польша,yes,герм. крепость (Корольков 1934),"якорь противника, смен не было"
Бреслау,51.1079,17.0385,foreign,,польша,yes,герм. крепость (Корольков 1934 стр.6812),"якорь противника, смен не было"
Катовице,50.2649,19.0238,foreign,,польша,yes,"погран. пром. район, не занимался рус.войсками","якорь противника, смен не было"
Краков,50.0647,19.9450,foreign,,польша,yes,"австр. крепость, цель Ченстохово-Краковской операции 1914, не взята","якорь противника, смен не было"
Броды,50.0833,25.1500,foreign,1914-08-08:empire;1915-07-05:foreign;1916-07-17:empire,юг,yes,"Стратег.очерк ч.1 (общий фронт наступления); Зайончковский т.2 с.63 (взятие 1916, н.ст. пересчитано)","1914 и 1915 дни условные (точный день не найден), низкая увер.; 1916 - пересчёт из н.ст. «конец июля 1916»; 1917 статус неясен, см. раздел про линию фронта"
Тарнополь,49.5535,25.5948,foreign,1914-08-06:empire;1917-07-11:foreign,юг,yes,Стратег.очерк ч.1 (слабое сопротивление у Тарнополь-Остров до 10(23).08.1914); Стратег.очерк ч.7 гл.IV (оставлен 11.07/24.07.1917),"1914 день условный (до 10.08 ст.ст.), средняя увер.; 1917 - высокая увер., предместье занято против. уже 08.07.1917 ст.ст."
Збараж,49.6667,25.7833,foreign,1914-08-09:empire;1917-07-12:foreign,юг,yes,"Стратег.очерк ч.1 л.1960 (рейд 27.07(9.08).1914, изрублен взвод у Збаража); Зайончковский т.2 с.135 (линия по Збручу после июльского отступления)","1914 - средняя увер. (кав. рейд, не полный охват города); 1917 - день условный, низкая увер., город западнее линии Збруча"
Скалат,49.4667,25.9833,foreign,1914-08-09:empire;1917-07-12:foreign,юг,yes,по аналогии с Тарнополь/Збараж (Стратег.очерк ч.1); Зайончковский т.2 с.135 (город на линии после отступления),прямой даты взятия 1914 не найдено; низкая увер. на обе даты
Чортков,49.0167,25.8000,foreign,1914-08-09:empire;1917-07-12:foreign,юг,yes,Стратег.очерк ч.1 (слабое сопротивление у Чортков до 10(23).08.1914); Зайончковский т.2 с.135,"1914 - средняя увер.; 1917 - низкая, день условный"
Бучач,49.0667,25.4000,foreign,1914-08-24:empire;1917-07-13:foreign,юг,yes,"Стратег.очерк ч.1 (продвижение 8 армии по Днестру от Галича до Залещиков, кон.авг.1914); Зайончковский т.1 с.825-826 (линия на Бучач, сент.1915) и т.2 с.135","город упомянут только как точка на линии фронта в 1915 и 1917 - формально неясно, кто держал сам город (см. предупреждение о линиях); низкая увер."
Городенка,48.6667,25.5000,foreign,1914-08-25:empire;1915-02-05:foreign;1916-06-01:empire;1917-07-15:foreign,юг,yes,"Стратег.очерк ч.1 л.8070 (43 ландв.див. у Городенки обеспечивала фланг, авг.1914); Клембовский ч.5 (преследование ХХХIII корпусом на Городенку, май(н.ст.)/июнь 1916 - в рамках Буковинской операции); Зайончковский, т. 2 (1938), с. 135: к 28.07 н. ст. 1917 линия «от Злочева на восток на Збараж - Скалат - Гржималов, далее по р. Збруч до Днестра и далее на Баян и Серет... восточнее Кимполунга»","1915 потеря не подтверждена документом, вероятна вместе с Черновцами (02.1915); дата возврата 1916 приблизительная, низкая увер.; потеря 1917 года добавлена картографом 19.09: верхняя граница по линии 28.07 н. ст."
Снятын,48.4333,25.5500,foreign,1914-09-05:empire;1915-02-05:foreign;1916-06-05:empire;1917-07-15:foreign,юг,yes,"Стратег.очерк ч.1 л.11130 (Коломыя и Кута разведывались с Городенки, 1914); Стратег.очерк ч.3 (Буковинский отход, февр.1915); Клембовский ч.5 (преследование Сводным корпусом на Снятынь, 1916); Зайончковский, т. 2 (1938), с. 135: к 28.07 н. ст. 1917 линия «от Злочева на восток на Збараж - Скалат - Гржималов, далее по р. Збруч до Днестра и далее на Баян и Серет... восточнее Кимполунга»","все три даты приблизительные (точный день не найден), низкая-средняя увер., по аналогии с Черновцами/Коломыей; потеря 1917 года добавлена картографом 19.09: верхняя граница по линии 28.07 н. ст."
Коломыя,48.5270,25.0378,foreign,1914-09-05:empire;1915-02-01:foreign;1916-06-18:empire;1917-07-13:foreign,юг,yes,"Стратег.очерк ч.3 л.3960-4070 (Буковинский отход, 1(14).02.1915: отход к Коломые); Зайончковский т.2 с.63-64 (взятие ок.18.06(01.07).1916); Зайончковский, розыск куратора ww1_front_1915_1917.md (1917 отступление)","1914 дата приблизительная; 1915 потеря по контексту отхода к Коломые (не прямое «занята»), средняя увер.; 1916 средняя увер. (пересчёт из н.ст.); 1917 день не найден, низкая увер."
Куты,48.2667,25.2000,foreign,1914-09-10:empire;1915-02-05:foreign;1916-06-05:empire;1917-07-15:foreign,юг,yes,"Стратег.очерк ч.3 л.1751 (Кутты на линии Арутюнова, дек.1914); там же (Буковинский отход, февр.1915); Зайончковский, т. 2 (1938), с. 135: к 28.07 н. ст. 1917 линия «от Злочева на восток на Збараж - Скалат - Гржималов, далее по р. Збруч до Днестра и далее на Баян и Серет... восточнее Кимполунга»","все даты приблизительные по аналогии с Черновцами, низкая увер.; потеря 1917 года добавлена картографом 19.09: верхняя граница по линии 28.07 н. ст."
Черновицы,48.2921,25.9358,foreign,1914-09-05:empire;1915-02-03:foreign;1916-06-04:empire;1917-07-21:foreign,юг,yes,"Стратегический очерк, ч. 7 (1923), гл. IV: «В ночь с 20 на 21 (2-3) [августа] г. Черновцы был очищен»; остальное - по розыску юга",1917: ночь 20/21.07 ст. ст. (02/03.08 н. ст.) - у розыскника стояла дата нового стиля; поправлено картографом 19.09
Кимполунг,47.5264,25.5667,foreign,1916-07-31:empire;1917-07-15:foreign,юг,yes,"Зайончковский, т. 2 (1938), с. 65: закрепились «13 августа [н. ст.]... Станиславов - Кимполунг»; Зайончковский, т. 2 (1938), с. 135: к 28.07 н. ст. 1917 линия «от Злочева на восток на Збараж - Скалат - Гржималов, далее по р. Збруч до Днестра и далее на Баян и Серет... восточнее Кимполунга»",1916: 13.08 н. ст. = 31.07 ст. ст. (у розыскника - дата нового стиля); 1917: верхняя граница; поправлено картографом 19.09
Станиславов,48.9226,24.7111,foreign,1914-09-08:empire;1915-06-15:foreign;1916-07-29:empire;1917-07-15:foreign,юг,yes,"Зайончковский, т. 2 (1938), с. 64: «11 августа [н. ст.] взял Станиславов»; Зайончковский, т. 2 (1938), с. 135: к 28.07 н. ст. 1917 линия «от Злочева на восток на Збараж - Скалат - Гржималов, далее по р. Збруч до Днестра и далее на Баян и Серет... восточнее Кимполунга»","1916: 11.08 н. ст. = 29.07 ст. ст. (у розыскника - 01.06, ошибка); 1917: 15.07 ст. ст. - верхняя граница по линии 28.07 н. ст.; поправлено картографом 19.09"
Галич,49.1167,24.7167,foreign,1914-08-18:empire;1915-06-15:foreign;1917-06-27:empire;1917-07-10:foreign,юг,yes,"Стратег.очерк ч.1 л.8100-8215 (бой на Гнилой Липе, группа Карга оставляет долговременные укрепления Галича; дата определена сверкой с падением Львова - см. примечание); Зайончковский т.2 (в 1916 году Галич взятым НЕ назван ни разу, только цель); Стратег.очерк ч.7 л.4266 («к вечеру 27 июня (10 июля) заняли Галич»)","1914 дата установлена перекрёстной сверкой (в тексте после «13(26) авг.» встречаются даты, судя по всему, только н.ст. без скобок - «31 августа» = н.ст., т.е. 18.08 ст.ст.; иначе Галич попадал бы ПОЗЖЕ Львова, что противоречит ходу сражения), средняя увер.; 1915 день не найден, низкая увер.; 1917 взятие - высокая увер., точная дата; 1917 повторная потеря - день не найден, оценка по линии Зайончковский т.2 с.135 (после 15(28).07.1917 город уже за линией), низкая увер."
Калуш,49.0333,24.3667,foreign,1914-09-10:empire;1915-06-15:foreign;1917-06-28:empire;1917-07-10:foreign,юг,yes,"по аналогии с Галичем/Станиславовым (Стратег.очерк ч.1, направление 8 армии); Стратег.очерк ч.7 л.4268 («28(11) был занят Калуш»)","1914-1915 даты условные, низкая увер.; 1917 взятие - высокая увер., точная дата; повторная потеря - день не найден, низкая увер., оценка по общему отступлению"
Долина,48.9667,23.9833,foreign,1914-09-15:empire;1915-05-14:foreign,юг,yes,"Стратег.очерк ч.4 л.4820 (11 армия отходит на фронт …Долина, 1(14).05.1915 - Долина как рубеж отхода, а не потери); Клембовский ч.5 (Днестровский отряд занимал Долину среди прочих в февр.1915 - видимо, город не терялся в феврале)","статус зимой 1914/15 неясен (не упомянут как потерянный при Буковинском отходе); дата потери в Горлицком отступлении условная, низкая увер.; статус 1916-1917 не найден"
Стрый,49.2583,23.8500,foreign,1914-09-08:empire;1915-06-15:foreign,юг,yes,"Стратег.очерк ч.1 (2 австр.армия выгружалась в Станислав и Стрый до занятия - взят позже; направление 8 армии на Стрый, сент.1914); Стратег.очерк ч.4 л.6351 (Гофман пытался взять Стрый, окт.1914 - подтверждает город уже русский)","день 1914 условный, средняя увер.; день потери 1915 условный (Горлицкое отступление), низкая увер.; далее до конца периода данных нет, вероятно foreign"
Дрогобыч,49.3500,23.5000,foreign,1914-09-15:empire;1915-06-15:foreign,юг,yes,"Стратег.очерк ч.1 л.11548 (директива 5(18).09.1914 - обеспечить со стороны Дрогобыча, ещё цель, не взят); ч.2 л.6244-6438 (бои за Дрогобыч, окт.1914 - подтверждают контроль/угрозу)","дата условная, средняя увер. (город - цель директивы, взят в последующие дни); 1915 день условный, низкая увер."
Самбор,49.5167,23.2000,foreign,1914-09-03:empire;1915-06-15:foreign,юг,yes,"Стратег.очерк ч.1 л.11593 («в 8 армии конница ген. Павлова заняла Самбор», 3(16).09.1914)","1914 - высокая увер., точная дата; 1915 день условный, низкая увер."
Городок,49.7833,23.6500,foreign,1914-08-30:empire;1915-06-08:foreign,юг,yes,Стратег.очерк ч.1 (Городокское сражение); Зайончковский т.1 («заставил австрийцев прервать Городокское сражение и начать отход… в ночь на 12 сентября» н.ст. = 30.08 ст.ст.),"средняя увер.; ВНИМАНИЕ - есть другой «Городок» (Подольский, у Гусятина, бой 4(17).08.1914) - не перепутан; 1915 день условный, низкая увер."
Львов,49.8397,24.0297,foreign,1914-08-21:empire;1915-06-09:foreign,юг,yes,"Зайончковский т.1 с.8400 («занятие русскими Львова, оставленного австрийцами 3 сентября» н.ст.); Стратег.очерк ч.1 л.10131 («на следующий день по занятии Львова, т.е. 22 авг.(4 сен.)» - оба стиля явно); Стратег.очерк ч.4 л.2956-2974 («9(22) июня сбиты… с Львовских позиций»)","высокая увер. на обе даты, по двум независимым источникам с явным двойным стилем"
Жолква,50.0500,23.9750,foreign,1914-08-25:empire;1915-06-15:foreign,юг,yes,"Стратег.очерк ч.1 л.11780 (штарм 3 армии - Жолкев, к 1(14).09.1914 - значит занята раньше)","дата условная (город обеспечен до штаба армии), средняя увер.; 1915 день условный, низкая увер."
Рава-Русская,50.2333,23.6167,foreign,1914-08-26:empire;1915-06-15:foreign,юг,yes,Стратег.очерк ч.1 л.11266 («по получении донесения об очищении противником Равы Русской» - до директивы 31.08(13.09).1914); там же (ХI корпус занял р-н Рава-Русская к 1(14).09.1914),"дата условная (после «очищения», до 31.08 ст.ст.), средняя увер.; 1915 день условный, низкая увер."
Сокаль,50.4833,24.2833,foreign,1914-08-20:empire;1915-06-15:foreign,юг,yes,"Стратег.очерк ч.1 л.1963 (бой у Сокаля 29.07(11.08).1914, город ещё не взят); контекст боёв на линии Рава-Русская-Сокаль, авг.1914","дата условная, низкая увер. на обе стороны"
Каменка-Струмилова,50.1000,24.3333,foreign,1914-08-20:empire;1915-06-15:foreign,юг,yes,"Стратег.очерк ч.1 л.8677-8684 (приказ занять Каменку-Струмилову 14(27).08.1914 отменён из-за встречного боя; занятие состоялось позже, точный день не найден)",низкая увер. на обе даты
Бережаны,49.4500,24.9333,foreign,1914-08-18:empire;1915-06-20:foreign,юг,yes,"Стратег.очерк ч.1 л.8620 (11 пех. и 5 кав. австр. дивизии у Брзежан обороняются в ходе боя на Гнилой Липе, авг.1914 - взят вскоре после)",низкая увер. на обе даты
Рогатин,49.4000,24.6167,foreign,1914-08-17:empire;1915-06-15:foreign,юг,yes,"Стратег.очерк ч.1 л.8079-8160 (бой XII корпуса у Рогатина 29-30 авг., в тексте это, видимо, н.ст. = 16-17.08 ст.ст. - см. примечание к Галичу); Зайончковский т.1 л.9854 («по овладении 6 сентября Миколаевым»)","дата определена перекрёстной сверкой с падением Львова (см. примечание к Галичу), средняя увер.; 1915 день условный, низкая увер."
Перемышляны,49.6667,24.5333,foreign,1914-08-17:empire;1915-06-15:foreign,юг,yes,"Стратег.очерк ч.1 л.8139-8170 (прорыв фронта у Перемышлян, «30-го» = видимо н.ст. 30.08 = 17.08 ст.ст., см. примечание к Галичу)","дата условная по той же перекрёстной сверке, что и Галич; средняя увер."
Бобрка,49.6333,24.3833,foreign,1914-08-19:empire;1915-06-15:foreign,юг,yes,Стратег.очерк ч.1 л.9854 (8 армия вышла на фронт Бобрка-Ходоров к 1 сентября - см. примечание к Галичу про стиль дат),"дата условная, низкая увер."
Перемышль,49.7833,22.7667,foreign,1915-03-09:empire;1915-05-20:foreign,юг,yes,Зайончковский т.1 л.15086 («22 марта после полугодовой блокады пал Перемышль» н.ст. = 9.03 ст.ст.); Стратег.очерк ч.4 л.2812 («а 20(2 июня) совершенно эвакуируем Перемышль»),"высокая увер. на обе даты, независимые источники; крепость НЕ занималась русскими до марта 1915 (осада с сент.1914, но город/крепость оставались австрийскими до сдачи)"
Ярослав,50.0167,22.6833,foreign,1914-09-08:empire;1914-09-25:foreign;1914-10-28:empire;1915-05-05:foreign,юг,yes,"Стратег.очерк ч.1 л.11775 («Ярослав взят был после небольшого боя», 8(21).09.1914); ч.2 л.5496 («необходимость дать время эвакуировать Ярослав», 24-25.09(7-8.10).1914); ч.2 л.8020 (X корпус в р-не Радымно, содействуя обложению Перемышля, к 28.10(8.11).1914 - подтверждает возврат района)","высокая увер. на первое взятие (точная дата); средняя на эвакуацию сент.1914 (есть цитата, но не точный день); средняя на повторное занятие (дата приблизительная, город восстановлен в ходе общего продвижения); потеря в 1915 - по общему Горлицкому отступлению, день условный, низкая увер."
Радымно,49.9667,22.8000,foreign,1914-09-09:empire;1914-09-25:foreign;1914-10-28:empire;1915-05-05:foreign,юг,yes,"Стратег.очерк ч.1 л.11694 (движение на Радымно 9(22).09.1914); ч.2 л.8020 («X корпус… в районе Радымно», к 28.10(8.11).1914)","1914 первое занятие - средняя увер. (цель директивы в тот же день, что и Ярослав); эвакуация сент. - по аналогии с Ярославом, низкая увер.; повторное занятие - средняя увер., точная дата корпуса; 1915 потеря - низкая увер."
Ланьцут,50.0667,22.2333,foreign,1914-09-08:empire;1915-05-05:foreign,юг,yes,"Стратег.очерк ч.1 л.11780 (XXV корпус с авангардом у Ланцут, сент.1914 - в связи с занятием Ярослава/Пшеворска)",низкая увер. на обе даты; не найдено отдельного подтверждения
Санок,49.5556,22.2094,foreign,1914-09-15:empire;1914-10-07:foreign;1914-11-05:empire;1915-05-05:foreign,юг,yes,"Стратег.очерк ч.2 л.7969-8001 (8 армия наступает на Санок, сент.1914; директива занять р-н Бирча-Санок-Хыров); л.5551 (2 австр.армия перешла Сан у Санок при контрударе, 24-25.09(7-8.10).1914 - временная потеря)","низкая-средняя увер., даты приблизительные, реконструированы по общему ходу операций (см. цикл Ярослав/Перемышль); 1915 потеря - низкая увер."
Кросно,49.6889,21.7714,foreign,1914-11-10:empire;1915-04-28:foreign,юг,yes,"Стратегический очерк, ч. 2 (1914); ч. 4: директива Ставки 28 апреля (10 мая) 1915 об отходе к Сану",28.04 ст. ст. - верхняя граница; поправлено картографом 19.09
Ясло,49.7458,21.4717,foreign,1914-11-10:empire;1915-04-28:foreign,юг,yes,"Стратегический очерк, ч. 2 (1914); ч. 4: директива Ставки 28 апреля (10 мая) 1915 об отходе к Сану","28.04 ст. ст. - верхняя граница (у розыскника 02.05 - после отхода к Сану, поздно); поправлено картографом 19.09"
Горлице,49.6531,21.1614,foreign,1914-11-15:empire;1915-04-20:foreign,юг,yes,Стратег.очерк ч.4 (Горлицкий прорыв как топоним операции - начало 20.04(03.05).1915); ww1_front_1915_1917.md,"1914 занятие - не найдено прямого подтверждения, низкая увер.; 1915 - высокая увер. по дню начала прорыва (город - эпицентр немецкого удара, к началу операции, видимо, уже был на или у линии фронта - см. предупреждение о линиях, возможно город все 1914-15 оставался спорным)"
Новый Сонч,49.6222,20.6964,foreign,,юг,yes,Стратег.очерк ч.2 л.11067 (упомянут как ориентир «Сандец на Тарнов»),"не найдено прямого указания на занятие; вероятно, город так и остался австрийским (фронт стабилизировался восточнее после Лимановской битвы дек.1914) - start=foreign без смен, низкая увер."
Тарнов,50.0128,20.9886,foreign,1914-11-12:empire;1915-04-23:foreign,юг,yes,"Стратегический очерк, ч. 2: «X корпус достиг Тарнова» (1914); ч. 4: прорыв у Горлице 19.04 (02.05) и директива Ставки 28 апреля (10 мая) 1915 об отходе к Сану","день ухода не найден, 23.04 ст. ст. - внутри окна между прорывом и директивой; у розыскника потери нет вовсе; поправлено картографом 19.09"
Лиско,49.4700,22.3372,foreign,1914-09-20:empire;1914-10-07:foreign;1914-11-05:empire;1915-05-05:foreign,юг,yes,"Стратег.очерк ч.2 л.1380-1552 (бои со стороны Лиско, сент.1914); л.5551-5552 (2 австр.армия перешла Сан у Санок и Лиско, контрудар 24-25.09(7-8.10).1914)","низкая увер., даты по аналогии с Санок (тот же операционный цикл)"
Турка,49.1544,23.0219,foreign,1914-09-11:empire;1915-05-05:foreign,юг,yes,"Стратег.очерк ч.1 л.11878 («перевал у Турка занят был конницей ген. Павлова», к 11(24).09.1914); ч.2 л.5551-5553 («у Турка вновь атаковал» - австрийский контрудар 24-25.09(7-8.10).1914)","высокая увер. на первое занятие (точная дата); контрудар 24.09 - неясно, был ли это кратковременный рейд или полная потеря перевала (город/перевал, видимо, удержан, т.к. далее числится в тылу при обложении Перемышля) - помечено, но не как полная смена; отмечена только как note, не как changes-запись; итоговая потеря 1915 - день условный, низкая увер."
Сколе,49.0333,23.5000,foreign,1914-09-15:empire;1915-05-10:foreign,юг,yes,"Клембовский ч.5 л.6158-6227 (бои у Сколе/р.Стрый, окт.1914 - подтверждают контроль)","низкая увер. на обе даты, оценка по соседним Турка/Стрый"
Владимир-Волынский,50.8500,24.3167,empire,1915-08-20:foreign,юг,yes,"Стратег.очерк ч.1 л.1993-1999 (австр.рейд 3(16).08.1914 отбит, город удержан); ч.4 л.4749 («части противника укрепились на фронте Владимир-Волынский-Порицк» к 27.07(9.08).1915)","1914 - НЕ смена стороны, кратковременная угроза (окружение снято тем же днём); 1915 потеря - день условный, точный день сдачи не найден (не нашёл и предыдущий розыскник), низкая увер.; в 1916-1917 не упомянут как отбитый - вероятно оставался foreign до конца периода"
Ковель,51.2167,24.7167,empire,1915-08-25:foreign,юг,yes,"ww1_front_1915_1917.md («Ковель - не взят: 22.08(04.09).1916 операция отменена», Зайончковский т.2 с.62); противоречие - тот же файл в разделе 1915 года ошибочно числит Ковель среди «оставшихся у империи»","день потери 1915 не найден, низкая увер.; ВНИМАНИЕ КУРАТОРУ: в файле ww1_front_1915_1917.md есть внутреннее противоречие - Ковель одновременно назван «оставшимся у империи» (со ссылкой на Зайончковского т.1 с.825-826) и целью неудачной операции 1916 года «не взят» (тот же Зайончковский, т.2 с.62); по логике источника (город - цель отдельной операции в 1916) Ковель в 1915 был потерян, первая запись, видимо, ошибочна или относится к участку тыла восточнее Ковеля, а не к городу; далее Ковель не отбит и в 1917, до конца периода - foreign"
Луцк,50.7472,25.3254,empire,1915-08-15:foreign;1916-05-25:empire,юг,yes,"ww1_front_1915_1917.md («Луцк - 25.05(07.06).1916 взят нами», Стратег.очерк ч.6 гл.I); Стратег.очерк ч.4 л.5622 (противник «захватил большую дорогу на Луцк» 14(27).08.1915); Зайончковский т.1 л.15663 (отход на линию «Луцк-р.Стрыпа»)","1915 потеря - день не найден ни в этом розыске, ни в предыдущем (см. «Не найдено» в ww1_front_1915_1917.md); по заданию куратора ожидался цикл «отбит и снова оставлен» до мая 1916 - подтверждения такого промежуточного эпизода в доступных текстах НЕ найдено (ч.4/ч.5 просмотрены), возможно требует Reichsarchiv или венской истории; 1916 - высокая увер., точная дата, город удержан до конца периода (в 1917 не упомянут как потерянный)"
Дубно,50.4200,25.7458,empire,1915-09-19:foreign;1916-05-31:empire,юг,yes,"Клембовский, Стратегический очерк, ч. 5 (1920), с. 48: «31 мая [1916]... 11. армия заняла Дубно»; линия осени 1915 года через Дубно - Зайончковский, т. 1, с. 825-826",день потери 1915 года не найден: 19.09 ст. ст. - верхняя граница (фронт встал по линии через Дубно); у розыскника «без смен» - опровергнуто Клембовским; поправлено картографом 19.09
Ровно,50.6199,26.2516,empire,,юг,yes,"Зайончковский т.1 с.825-826 («остались у империи… Ровно»); Стратег.очерк ч.7 (штаб 9 армии - Тарнополь, но Ровно - штаб фронта/совещания 1915-1917)",высокая увер. в отсутствии смены
Сарны,51.3378,26.6011,empire,,юг,yes,"Стратег.очерк ч.4 (узел прикрывается как тыловой, «Сарненский узел», авг.1915)",высокая увер. в отсутствии смены; узловая станция в глубоком тылу
Торчин,50.7333,24.8667,empire,1915-08-20:foreign;1916-06-01:empire,юг,yes,"Клембовский ч.5 л.2443 (конница 8 армии по завершении Луцкой операции направлена «южнее, на Торчин и Владимир-Волынский - 12 кав.дивизия», май(н.ст.)/июнь 1916)","1915 потеря - по аналогии с Луцком (тот же день, город рядом), низкая увер.; 1916 возврат - средняя увер. (упомянут в контексте преследования сразу после взятия Луцка), но Владимир-Волынский, к которому шло то же преследование, в итоге НЕ был удержан - значит, возможно, и Торчин удержан не был; помечено с осторожностью"
