name,name_ru,people,from,to,territory,kind,event,source,confidence,note,hold_from,hold_to,hold_note,geo,hold_geo
taimanov_1836,Восстание Исатая Тайманова 1836-1838,казахи,1836,1838,Букеевская орда,national,борьба зависимого населения против ханской власти и вспомогательных российских отрядов из-за обезземеливания и высоких налогов,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 18",высокая,рост налогов после этого приостановлен,,,,ne:Kazakhstan:West Kazakhstan|Atyrau,
zholaman_2_1836,Второе восстание Жоламана Тленшиулы 1836-1838,казахи,1836,1838,верховья Яика,national,выступления против выселения казахов ради строительства Новой укреплённой линии,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 19",высокая,продолжилось в восстании Кенесары Касымова,,,,ne:Kazakhstan:Aqtöbe|West Kazakhstan,
quba_1837,Кубинское восстание 1837-1839,"лезгины, азербайджанцы",1837,1839,"Кубинское и Кюринское ханства, Самурская долина",national,масштабная борьба во главе с Хаджи-Мухаммадом Хулухским против российской колонизации и в поддержку Шамиля,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 20",высокая,после поражения вольные общества Самурской долины ликвидированы,,,,ne:Azerbaijan:Quba|Qusar|Xaçmaz;ne:Russia:Dagestan,
kenesary_1837,Восстание Кенесары Касымова 1837-1847,казахи,1837,1847,"Средний жуз, степи от Тургая до Каркаралинска",national,"вооружённое сопротивление казахов всех трёх жузов российской экспансии; после ряда успешных боёв в 1841 г. Кенесары, брат Саржана, избран ханом всех казахов, и Казахстан фактически вышел из-под власти Петербурга","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 21",высокая,"в 1846 г. полное подданство Петербургу признали султаны Старшего жуза; вытесненный в земли киргизов, Кенесары разбит, захвачен и казнён в 1847 г.",1841-09-01,1845-01-01,"атлас прямо пишет: «Казахстан фактично вийшов з-під влади Петербурга» после избрания Кенесары ханом всех казахов в 1841 г., и там же: «лише після будівництва у 1845-1847 рр. шести фортів в степах росіяни відновили контроль над країною». Своя государственность - ханская власть, признанная тремя жузами. Вычитаем степные области Среднего жуза, обрезанные контуром империи; окно закрываем 1845 годом, когда в степи ставят укрепления",ne:Kazakhstan:Aqmola|Astana|Qaraghandy|Qostanay|North Kazakhstan|Pavlodar,ne:Kazakhstan:Aqmola|Astana|Qaraghandy|Qostanay|North Kazakhstan|Pavlodar
vauli_1839,Выступление Ваули Пиеттомина 1839-1841,ненцы,1839,1841,Обдорский край,national,"движение ненцев, лидер которого объявил себя старшиной над всеми коренными жителями и отстранил от власти обдорского правителя Ивана Тайшина; требовали уменьшить ясак вдвое","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 22",средняя,Ваули схвачен казаками,,,,ne:Russia:Yamal-Nenets,
akramovo_1842,Акрамовское восстание 1842,"чуваши, марийцы, татары",1842,1842,Поволжье,peasant,выступление казённых крестьян против коллективных запашек и роста налогов; стало кульминацией «картофельных бунтов» 1841-1842 гг. в Поволжье,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 23",высокая,,,,,ne:Russia:Chuvash|Mariy-El|Tatarstan,
kotibarov_1853,Восстание Есета Котибарова 1853-1858,казахи,1853,1858,Младший жуз,national,"нападения повстанцев на российские и пророссийские казахские отряды с требованиями отменить налоги, прекратить репрессии и разрешить свободную кочёвку","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 24",высокая,Котибаров заключил соглашение с империей после поражения 1857 года,,,,ne:Kazakhstan:Aqtöbe|West Kazakhstan,
nurmuhamedov_1856,Восстание Жаконжи Нурмухамедова 1856-1857,казахи,1856,1857,Сырдарьинская линия,national,"сопротивление строительству Сырдарьинской линии, изъятию земель и строительно-дорожным повинностям","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 25",средняя,после поражения повстанцы отступили в Хивинское ханство,,,,ne:Kazakhstan:Qyzylorda,
akusha_dargo_1843,Восстание в Акуша-Дарго 1843,дагестанцы,1843,1843,Акуша-Дарго,national,"выступление в вольном обществе Акуша-Дарго во главе с Мухаммадом-кади, после которого эта территория присоединилась к Имамату Шамиля","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 26",высокая,,,,,ne:Russia:Dagestan,
kyiv_cossacks_1855,«Киевская казаччина» 1855,украинцы,1855,1855,Киевщина,peasant,массовое движение украинских крестьян за статус вольных казаков,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 27",высокая,,,,,ne:Ukraine:Kiev,
nazran_1858,Назрановское восстание 1858,ингуши,1858,1858,Назрань,national,выступление ингушей против запрета холодного оружия и принудительного слияния мелких поселений,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 28",высокая,,,,,ne:Russia:Ingush,
peasants_1861,Крестьянские восстания 1861,русские,1861,1861,Пензенская и Казанская губернии,peasant,выступления крестьян против условий освобождения от крепостного права; самые крупные - Кандиевское в Пензенской и Бездненское в Казанской губернии,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 29",высокая,,,,,ne:Russia:Penza|Tatarstan,
poland_1863,Польское («Январское») восстание 1863-1864,"поляки, литовцы, белорусы",1863-01-22,1864-04,"Царство Польское, Литва, Беларусь, Правобережная Украина",national,масштабная вооружённая борьба поляков за восстановление независимости своего государства,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 30",высокая,после поражения польскую автономию урезали ещё сильнее,,,,ne:Poland:*;ne:Lithuania:*;ne:Belarus:*,
abkhazia_1866,Восстание в Абхазии 1866,абхазы,1866-07-26,1866-08,Абхазия,national,вооружённое выступление против аннексии и ликвидации Абхазского княжества в 1864 г.,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 31",высокая,,,,,ne:Georgia:Abkhazia,
kaitag_1866,Кайтаго-Табасаранское восстание 1866,дагестанцы,1866,1866,"Кайтаг, Табасаран",national,выступление против налоговых и административных реформ,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 32",средняя,,,,,ne:Russia:Dagestan,
krugobaikal_1866,Кругобайкальское восстание 1866,поляки,1866-06,1866-07,Прибайкалье,national,вооружённое выступление сосланных в Сибирь польских повстанцев,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 33",высокая,после поражения положение поляков улучшилось,,,,ne:Russia:Irkutsk|Buryat,
ural_turgai_1868,Уральско-Тургайское восстание 1868-1869,казахи,1868,1869,Уральская и Тургайская области,national,"борьба казахов против акта 1868 года: «Временное положение об управлении Степным краем», которым империя покончила с внутренней автономией кочевников","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 34",высокая,,,,,ne:Kazakhstan:Qostanay|West Kazakhstan|Aqtöbe,
aday_1870,Адаевское восстание 1870-1871,"казахи, туркмены",1870,1871,Мангышлак,national,масштабное выступление против российских административных и налоговых реформ,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 35",высокая,после поражения реформы смягчили,,,,ne:Kazakhstan:Mangghystau,
svaneti_1875,Восстание в Сванетии 1875-1876,сваны,1875,1876,вольная Сванетия,national,выступления в сёлах вольной Сванетии против учёта пашни,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 36",средняя,,,,,ne:Georgia:Samegrelo-Zemo Svaneti|Racha-Lechkhumi-Kvemo Svaneti,
chechen_dagestan_1877,Чеченско-дагестанское восстание 1877,"чеченцы, дагестанцы",1877-04,1877-11,"Чечня, Дагестан",national,масштабное вооружённое выступление во главе с Алибеком-Хаджи Алдамовым за восстановление Имамата,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 37",высокая,в нашей базе домена нохчи этот сюжет разложен на отдельную запись (кампания C1172),,,,ne:Russia:Chechnya|Dagestan,
cholera_riots_1892,«Холерные бунты» 1892,"русские, украинцы",1892,1892,"Ташкент, Юзовка (Донецк)",urban,массовые волнения горожан из-за карантинных мер,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 38",средняя,,,,,city:Ташкент;city:Донецк,
andijan_1898,Андижанское восстание 1898,"узбеки, киргизы",1898-05-17,1898-05-18,"Андижан, Ферганская долина",religious,вооружённое выступление религиозного характера во главе с Мухаммедом Али за восстановление Кокандского ханства и освобождение Туркестана из-под власти Петербурга,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 42, п. 39",высокая,"УДЕРЖАНИЯ НЕТ: выступление проиграло в первом же бою с российским гарнизоном Андижана - одни сутки, вычитать нечего",,,,city:Андижан,
upa_1944,Украинская повстанческая армия 1944-1960,украинцы,1944,1960,западные области УССР,underground,"вооружённая борьба за восстановление независимости Украины, против коллективизации, советизации и массовых депортаций; с 1949 г. по решению главнокомандующего Романа Шухевича - подполье, последний бой отряда 1960 г., последний бой одиночки 1967 г., последний подпольщик легализовался в 1991 г.","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 1",высокая,"против УПА действовали НКВД - МГБ - КГБ: войсковые операции, агентурно-боевые группы из переодетых чекистов и перевербованных повстанцев, депортации семей, массовые аресты. Последний главный командир Василь Кук арестован в мае 1954 г. | 02.09.2026, РЕШЕНИЕ ПО ВЫРЕЗУ: удержание НЕ заводится. Имамат Шамиля вырезан потому, что был государством с наибствами, судами и налогами — сплошной властью на своей земле. У УПА этого нет: сборник документов Института истории Украины «ОУН і УПА в 1944 році» описывает не удержанную территорию, а «боротьбу за вплив і контроль над територією» — нападения на сельсоветы и райкомы при существующей советской администрации в райцентрах. Вырезать землю на этом основании значило бы выдумать контроль, которого документы не показывают. Если найдутся документы НКВД о конкретных районах и сроках, где советской власти не было, — завести удержание по ним.",,,,ne:Ukraine:L'viv|Ternopil'|Ivano-Frankivs'k|Volyn|Rivne|Transcarpathia,
forest_brothers_1944,«Лесные братья» 1944-1956,"литовцы, латыши, эстонцы",1944,1956,"Литва, Латвия, Эстония",underground,"партизанские отряды прибалтийских республик: нападения на советские гарнизоны и карательные органы, распространение антикоммунистической информации","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 2",высокая,литовские партизаны в 1948 г. создали «Союз борцов за свободу Литвы» во главе с Йонасом Жямайтисом-Витаутасом; последний командир Адольфас Раманаускас арестован в 1956 г. и казнён в следующем году,,,,ne:Lithuania:*;ne:Latvia:*;ne:Estonia:*,
cursed_soldiers_1947,Польские «проклятые солдаты» 1947,поляки,1947,1947,Польша,underground,вооружённое подполье «Вольность и независимость» и другие отряды,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 3",средняя,,,,,ne:Poland:*,
gorlag_1953,"Норильск, лагерь «Горлаг» 1953",узники более 80 национальностей,1953-05-26,1953-08-04,Норильск,camp,"около 17 тыс. узников требовали пересмотра дел; большинство повстанцев - украинцы, бывшие участники вооружённого подполья; первое масштабное выступление после смерти Сталина, длилось больше двух месяцев","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 4",высокая,"погибло до 150 человек, почти 3 тыс. активистов отправлены на усиленный режим",,,,city:Норильск,
plzen_1953,Пльзень 1953,чехи,1953-06-01,1953-06-02,Чехословакия,satellite,выступление рабочих против денежной реформы,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 5",средняя,,,,,ne:Czech Republic:Plzeňský,
berlin_1953,"Берлин, Дрезден, Лейпциг, Магдебург 1953",немцы,1953-06-16,1953-06-17,ГДР,satellite,"забастовка рабочих переросла в демонстрации с требованиями отменить решения правительства о повышении норм выработки на 10 % без роста зарплаты, расширить политические свободы и провести свободные выборы","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 6",высокая,"выступление разбито советскими войсками: погибли более 50 человек, сотни ранены, около 15 тыс. арестованы",,,,ne:Germany:Berlin|Brandenburg|Sachsen|Sachsen-Anhalt,
rechlag_1953,"Воркута, лагерь «Речлаг» 1953",узники ГУЛАГа,1953-07-19,1953-08-01,Воркута,camp,"19 июля чуть больше трёхсот узников отказались выходить на работу, 22 июля их стало 1,5 тыс., назавтра - 3 тыс.; всего в отказе участвовали 12 тыс. человек, требовавших отмены каторжных работ, сокращения сроков и встречи с представителем ЦК КПСС","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 7",высокая,"29 июля в Воркуту прибыла комиссия во главе с заместителем министра внутренних дел; при разгроме выступления погибли 53 человека, 138 ранены",,,,city:Воркута,
kengir_1954,"Кенгир, лагерь «Степлаг» 1954","украинцы, прибалты, кавказцы, узники ГУЛАГа",1954-05-16,1954-06-26,"Кенгир, Казахская ССР",camp,"около 20 тыс. узников сорок дней держали лагерь, создав своё самоуправление; поводом стал расстрел конвоиром колонны узников - погибли 13 человек, ещё пятеро умерли позже от ран, 33 ранены","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 8",высокая,"выступление разбито танками; по официальным данным погибли сотни, участники событий говорят о большем числе убитых и раненых",,,,city:Жезказган,
klimovsk_1955,Климовск 1955,русские,1955-05-02,1955-05-02,Московская область,worker,протест около 2 тыс. человек,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 9",средняя,,,,,city:Подольск,
novorossiysk_1956,Новороссийск 1956,русские,1956-01,1956-01,Новороссийск,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 10",низкая,,,,,city:Новороссийск,
tbilisi_1956,Тбилиси 1956,грузины,1956-03-05,1956-03-10,Тбилиси,national,"массовые выступления, расстрелянные войсками","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 11",средняя,,,,,city:Тбилиси,
poznan_1956,Познань 1956,поляки,1956-06-28,1956-06-30,Польша,satellite,"рабочее восстание, разбитое армией и службами безопасности","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 12",высокая,,,,,city:Познань,
orenburg_1956,Оренбург 1956,русские,1956-07,1956-07,Оренбург,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 13",низкая,,,,,city:Оренбург,
budapest_1956,Будапешт 1956,венгры,1956-10-23,1956-11-11,Венгрия,satellite,"протесты 23 октября переросли в общенациональное выступление под лозунгом «Росіяни, забирайтеся додому»; 25 октября у здания парламента войска открыли огонь по демонстрации и убили около сотни человек; глава правительства Имре Надь обещал демократические реформы и выход страны из Варшавского договора","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 14",высокая,"в ночь с 3 на 4 ноября более 60 тыс. советских солдат вошли в Венгрию, 11 ноября захвачен Будапешт; погибли или стали жертвами репрессий более 20 тыс. человек, включая Надя, эмигрировали около 200 тыс.",,,,city:Будапешт,
bydgoszcz_1956,Быдгощ 1956,поляки,1956-11,1956-11,Польша,satellite,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 15",низкая,,,,,city:Быдгощ,
szczecin_1956,Щецин 1956,поляки,1956-12,1956-12,Польша,satellite,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 16",низкая,,,,,ne:Poland:West Pomeranian,
podolsk_1957,Подольск 1957,русские,1957-06,1957-06,Московская область,worker,протест более 3 тыс. рабочих,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 17",средняя,,,,,city:Подольск,
grozny_1958,Грозный 1958,русские,1958-08-26,1958-08-28,Грозный,worker,массовые волнения после возвращения депортированных чеченцев и ингушей,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 18",средняя,"выступление направлено против вернувшихся из ссылки - это не антиколониальное сопротивление, а реакция переселенцев на возвращение депортированного народа; в реестре стоит как позиция атласа",,,,city:Грозный,
temirtau_1959,Темиртау 1959,рабочие Казахской ССР,1959-08-01,1959-08-03,"Темиртау, Казахская ССР",worker,волнения с участием 5 тыс. человек переросли в вооружённое противостояние с силовыми структурами,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 19",высокая,,,,,city:Темиртау,
krasnodar_1961,Краснодар 1961,русские,1961-01,1961-01,Краснодар,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 20",низкая,,,,,city:Краснодар,
biysk_1961,Бийск 1961,русские,1961-06,1961-06,Бийск,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 21",низкая,,,,,city:Бийск,
murom_1961,Муром 1961,русские,1961-06,1961-06,Муром,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 22",низкая,,,,,city:Муром,
aleksandrov_1961,Александров 1961,русские,1961-07,1961-07,Александров,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 23",низкая,,,,,ne:Russia:Vladimir,
beslan_1961,Беслан 1961,осетины,1961-09,1961-09,Беслан,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 24",низкая,,,,,ne:Russia:North Ossetia,
novocherkassk_1962,Новочеркасск 1962,русские,1962-06-01,1962-06-02,"Новочеркасск, Ростовская область",worker,"рабочие протестовали против роста цен и низких зарплат; войска открыли огонь по демонстрации: погибли 24 человека, 39 ранены","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 25",высокая,,,,,city:Новочеркасск,
kryvyi_rih_1963,Кривой Рог 1963,украинцы,1963-06,1963-06,Кривой Рог,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 26",низкая,,,,,city:Кривой Рог,
sumgait_1963,Сумгаит 1963,азербайджанцы,1963-11,1963-11,Сумгаит,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 27",низкая,,,,,ne:Azerbaijan:Sumqayıt,
bronnitsy_1964,Бронницы 1964,русские,1964-04,1964-04,Московская область,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 28",низкая,,,,,ne:Russia:Moskovskaya,
stavropol_1964,Ставрополь 1964,русские,1964-04,1964-04,Ставрополь,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 29",низкая,,,,,city:Ставрополь,
frunze_1967,Фрунзе (Бишкек) 1967,киргизы,1967-05,1967-05,Киргизская ССР,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 30",низкая,,,,,city:Бишкек,
chimkent_1967,Чимкент (Шымкент) 1967,казахи,1967-06,1967-06,Казахская ССР,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 31",низкая,,,,,city:Шымкент,
stepanakert_1967,Степанакерт 1967,армяне,1967-07,1967-07,Нагорный Карабах,national,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 32",низкая,,,,,city:Степанакерт,
slutsk_1967,Слуцк 1967,белорусы,1967-10,1967-10,Слуцк,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 33",низкая,,,,,ne:Belarus:Minsk,
nalchik_1968,Нальчик 1968,"кабардинцы, балкарцы",1968-07,1968-07,Нальчик,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 34",низкая,,,,,city:Нальчик,
prague_1968,Прага 1968,"чехи, словаки",1968-08-21,1968-08-21,Чехословакия,satellite,"в ответ на попытку первого секретаря ЦК Компартии Чехословакии Александра Дубчека либерализовать режим советские войска вместе с армиями стран Варшавского договора вторглись в страну; погибли около ста мирных жителей, более пятисот ранены","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 35",высокая,"Дубчека сместили, на его место назначили лояльного Москве Густава Гусака",,,,ne:Czech Republic:*,
zarafshan_1969,Лагерь Зарафшан 1969,узники,1969-07,1969-08,Узбекская ССР,camp,выступление в лагере,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 36",низкая,,,,,city:Зарафшан,
prague_brno_1969,"Прага, Брно 1969",чехи,1969-08,1969-08,Чехословакия,satellite,выступления к годовщине вторжения,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 37",средняя,,,,,ne:Czech Republic:Prague|Jihomoravský,
gdansk_1970,"Гданьск, Щецин 1970-1971",поляки,1970-12,1971-01,Польша,satellite,рабочие выступления на побережье,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 38",высокая,,,,,city:Гданьск;ne:Poland:West Pomeranian,
kaunas_1972,Каунас 1972,литовцы,1972-05-14,1972-05-18,Литовская ССР,national,выступления после самосожжения Ромаса Каланты,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 39",высокая,,,,,city:Каунас,
dniprodzerzhynsk_1972,Днепродзержинск (Каменское) 1972,украинцы,1972-06,1972-06,Днепродзержинск,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 40",низкая,,,,,ne:Ukraine:Dnipropetrovs'k,
rubtsovsk_1974,Рубцовск 1974,русские,1974-05,1974-05,Алтайский край,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 41",низкая,,,,,city:Рубцовск,
smolensk_camp_1978,Лагерь под Смоленском 1978,узники,1978,1978,Смоленская область,camp,выступление в лагере,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 42",низкая,,,,,city:Смоленск,
ordzhonikidze_1981,Орджоникидзе (Владикавказ) 1981,"осетины, ингуши",1981-10,1981-10,Северная Осетия,national,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 43",средняя,,,,,city:Владикавказ,
katowice_1981,"Шахта «Вуек» - Катовице, Гданьск 1981",поляки,1981-12-13,1981-12-16,Польша,satellite,выступления профсоюза «Солидарность» разбиты силой: с декабря 1981 г. по 1983 г. в Польше действовало чрезвычайное положение,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 44",высокая,профсоюз «Солидарность» во главе с Лехом Валенсой возник в начале 1980 г. и собрал 9 млн сторонников - первое независимое общественное движение в коммунистических странах Центральной и Восточной Европы,,,,city:Катовице;city:Гданьск,
leninogorsk_1984,Лениногорск 1984,казахи,1984-08,1984-08,Восточно-Казахстанская область,worker,массовое выступление,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 45",низкая,,,,,city:Риддер,
kardzhali_1984,Кырджалийская и Сливенская области 1984-1985,турки Болгарии,1984-12,1985-01,Болгария,satellite,выступления против насильственной смены имён,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 51, п. 46",средняя,,,,,ne:Bulgaria:Kardzhali|Sliven,
kuchukov_1708,Восстание Мурата Кучукова 1708,чеченцы,1708,1708,равнинная Чечня,national,вооружённое выступление против имперского присутствия на равнине; после поражения начался террор против коренного населения,"наша база: кампания C1126 (домен нохчи, data/campaigns/nohchi.json)",высокая,выступления нет в пяти разделах атласа - строка заведена из нашей базы,,,,ne:Russia:Chechnya,
chechnya_1732,Вооружённое восстание на равнинной Чечне 1732,чеченцы,1732,1732,равнинная Чечня,national,"вооружённое выступление, в ходе которого чеченцы разбили карательный отряд полковника Коха; против них шла экспедиция генерала Дугласа",наша база: кампания C1132 (домен нохчи),высокая,выступления нет в пяти разделах атласа - строка заведена из нашей базы,,,,ne:Russia:Chechnya,
karmalyuk_1813,Восстание Устима Кармалюка 1813-1835,украинцы,1813,1835,Подолье,peasant,многолетнее вооружённое выступление подольских крестьян во главе с Устимом Кармалюком против крепостного права и имперской администрации,"наша база: кампания C0058 (домен украина, data/campaigns/ukraina.json)",высокая,выступления нет в пяти разделах атласа - строка заведена из нашей базы,,,,ne:Ukraine:Vinnytsya|Khmel'nyts'kyy,
chechnya_1840,Всеобщее восстание в Чечне 1840,чеченцы,1840-02,1840-11,Чечня,national,"всеобщее выступление чеченцев, после которого Чечня вошла в Имамат Шамиля","наша база: кампания C1164 (домен нохчи); атлас розд. 42, п. 12 датирует превращение выступления в государство 1840 годом",высокая,"внутри окна удержания Имамата, отдельного вычитания не требует",,,,ne:Russia:Chechnya,
chechnya_1860,Восстания 1860-1861 годов,чеченцы,1860-06-01,1864-02-29,"южная Чечня, Ичкерия",national,"выступления после падения Имамата, вызванные массовыми выселениями горцев; после разгрома казнён Байсангур, у Шали расстреляны зикристы","наша база: кампания C1169 (домен нохчи); атлас розд. 42, п. 12",высокая,империя контроль уже держала - вычитанием не показываем,,,,ne:Russia:Chechnya,
central_asia_1916,Среднеазиатское восстание 1916,"казахи, киргизы, узбеки, туркмены",1916-07-04,1917-02,"Туркестан, Семиречье, Тургайская область",national,"выступление против указа о мобилизации коренного населения на тыловые работы; по атласу погибли 150-270 тыс. казахов и киргизов, сотни тысяч бежали в Китай","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 41 и розд. 43",высокая,"УДЕРЖАНИЯ НЕТ: тургайская группа Амангельды Иманова осаждала Тургай зимой 1916/1917 г., но города не захватила и своей администрации на удержанной территории не создала; в пяти разделах антиколониальных выступлений атласа этого сюжета нет, он проходит по разделам экспансии",,,,ne:Kazakhstan:Almaty|Qostanay|Aqtöbe;ne:Kyrgyzstan:*;ne:Uzbekistan:Ferghana|Andijon|Namangan,
basmachi_1918,Басмачество 1918-1930-е,"узбеки, таджики, туркмены, киргизы",1918-02,1934,"Ферганская долина, Восточная Бухара, Хорезм, Туркмения",underground,"вооружённое сопротивление установлению советской власти в Средней Азии; началось после того, как войска РСФСР уничтожили Кокандскую автономию в феврале 1918 года","Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 44; наша база: окна слоя реконструкции 1917-1921 (tools/build_zones_1917_1921.py)",средняя,"ОТДЕЛЬНОГО ВЫЧИТАНИЯ НЕ ДЕЛАЕМ: Восточная Бухара и Хорезм уже вычтены окнами слоя реконструкции 1917-1921, а ферганские отряды держали кишлаки, но не города и не железные дороги - бинарной заливкой это не рисуется",,,,ne:Uzbekistan:Ferghana|Andijon|Namangan|Bukhoro|Khorezm;ne:Tajikistan:Khatlon|Gorno-Badakhshan;ne:Turkmenistan:*,
kronstadt_1921,Кронштадт 1921,моряки и рабочие Кронштадта,1921-02-28,1921-03-18,Кронштадт,military,выступление гарнизона и рабочих под лозунгом «Советы без коммунистов»; разбито штурмом по льду,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 44; справочная литература по 1921 году",высокая,УДЕРЖАНИЯ НЕТ: восемнадцать дней на острове - меньше порога в год,,,,ne:Russia:City of St. Petersburg,
tambov_1920,Тамбовское восстание 1920-1921,русские крестьяне,1920-08-19,1921-07,Тамбовская губерния,peasant,крестьянская война против продразвёрстки - повстанческие армии и «Союз трудового крестьянства» со своим самоуправлением в сёлах,"Атлас російського імперіалізму та колоніалізму (УІФ, 2026), розд. 44; справочная литература по 1921 году",высокая,"УДЕРЖАНИЯ НЕТ в нашем смысле: повстанцы держали сёла, а города, железные дороги и уездные центры оставались за империей. Бинарной заливкой село без города не рисуется - вычитать целую губернию значило бы соврать",,,,ne:Russia:Tambov,
